,type,season,section,raw
10,S,2020,general_conditions,3.5 No pass may be issued or used other than with the agreement of the FIA. A pass may be used only by the person and for the purpose for which it was issued.
11,S,2020,licenses,"4.1 All drivers, competitors and officials participating in the Championship must hold a FIA Super Licence. Applications for Super Licences must be made annually to the FIA through the applicant's ASN.
"
12,S,2020,licenses,"4.2 With the exception of a reprimand or fine, when a penalty is applied under the International Sporting Code or Article 38.3 the stewards may impose penalty points on a driver’s Super Licence. If a driver accrues 12 penalty points his licence will be suspended for the following Event, following which 12 points will be removed from the licence.
Penalty points will remain on a driver’s Super Licence for a period of 12 months after which they will be respectively removed on the 12 month anniversary of their imposition.
"
13,S,2020,championship_events,"5.1 Events are reserved for Formula One cars as defined in the Technical Regulations.
"
14,S,2020,championship_events,"5.2 Each Event will have the status of an international restricted competition.
"
15,S,2020,championship_events,"5.3 The distance of all races, from the start signal referred to in Article 36.10 to the end-of-race signal referred to in Article 43.1, shall be equal to the least number of complete laps which exceed a distance of 305km. However, should two hours’ elapse before the scheduled race distance is completed, the leader will be shown the end-of-race signal when he crosses the control line (the Line) at the end of the lap following the lap during which the two hour period ended, provided this does not result in the scheduled number of laps being exceeded. Only under the circumstances below will any exception be made to the above:
a) The distance of the race in Monaco shall be equal to the least number of complete laps which exceed a distance of 260km.
b) Should the race be suspended (see Article 41) the length of the suspension will be added to this period up to a maximum total race time of four hours.
c) If the formation lap is started behind the safety car (see Article 36.15(c)) the number of race laps will be reduced by the number of laps carried out by the safety car minus one.
"
16,S,2020,championship_events,"5.4 The maximum number of Events in the Championship is 22, the minimum is 8.
"
17,S,2020,championship_events,"5.5 An Event which is cancelled with less than three months’ written notice to the FIA will not be considered for inclusion in the following year's Championship unless the FIA judges the cancellation to have been due to force majeure.
"
18,S,2020,championship_events,5.6 An Event may be cancelled if fewer than 12 cars are available for it.
19,S,2020,world_championship,"6.1 The Formula One World Championship driver's title will be awarded to the driver who has scored the highest number of points, taking into consideration all the results obtained during the Events which have actually taken place.
"
20,S,2020,world_championship,"6.2 The title of Formula One World Champion Constructor will be awarded to the competitor which has scored the highest number of points, results from both cars (see Article 8.6) being taken into account.
"
21,S,2020,world_championship,"6.3 A constructor is the person (including any corporate or unincorporated body) which designs the Listed Parts set out in Appendix 6. The make of an engine or chassis is the name attributed to it by its constructor.
The obligation to design and use Listed Parts shall not prevent a constructor from outsourcing the design and/or manufacture of any Listed Parts to a third party in accordance with the provisions of Appendix 6.
If the make of the chassis is not the same as that of the engine, the title will be awarded to the former which shall always precede the latter in the name of the car.
"
22,S,2020,world_championship,"6.4 Points for both titles will be awarded at each Event according to the following scale:
1st : 2nd : 3rd : 4th : 5th : 6th : 7th : 8th : 9th : 10th :
25 points 18 points 15 points 12 points 10 points 8 points 6 points 4 points 2 points 1 point
In addition to the above, one point will be awarded to the driver who achieved the fastest valid lap time of the race and to the constructor whose car he was driving, provided he was in the top ten positions of the final race classification (see Article 45). No point will be awarded if the fastest valid lap time is achieved by a driver who was classified outside the top ten positions.
"
23,S,2020,world_championship,"6.5 If a race is suspended under Article 41, and cannot be resumed, no points will be awarded if the leader has completed two laps or less, half points will be awarded if the leader has completed more than two laps but less than 75% of the original race distance and full points will be awarded if the leader has completed 75% or more of the original race distance.
If the formation lap is started behind the safety car (see Article 36.15(c)), the original race distance will be deemed to be the distance calculated in accordance with Article 5.3(c). However, the maximum race time of four hours (see Article 5.3(b) will commence at the scheduled race start time.
"
24,S,2020,world_championship,"6.6 The drivers finishing first, second and third in the Championship must be present at the annual FIA Prize Giving ceremony."
25,S,2020,dead_heat,"7.1 Prizes and points awarded for all the positions of competitors who tie, will be added together
and shared equally.
"
26,S,2020,dead_heat,"7.2 If two or more constructors or drivers finish the season with the same number of points, the higher place in the Championship (in either case) shall be awarded to:
a) The holder of the greatest number of first places.
b) If the number of first places is the same, the holder of the greatest number of second places.
c) If the number of second places is the same, the holder of the greatest number of third places and so on until a winner emerges.
d) If this procedure fails to produce a result, the FIA will nominate the winner according to such criteria as it thinks fit."
27,S,2020,competitors_applications,"8.1 Applications to compete in the Championship may be submitted to the FIA during the period 21 October to 1 November inclusive of the year prior to the year to which the application relates on an entry form as set out in Appendix 2 hereto accompanied by an undertaking to pay the entry fee, calculated in accordance with Appendix 7, to the FIA no later than 10 December of the year prior to the year to which the application relates. Applications at other times will only
be considered if a place is available and on payment of a late entry fee to be fixed by the FIA. Entry forms will be made available by the FIA who will notify the applicant of the result of the application within thirty days of its receipt.
Successful applicants are automatically entered in all Events of the Championship and will be the only competitors at Events.
"
28,S,2020,competitors_applications,"8.2 Applications shall include:
a) Confirmation that the applicant has read and understood the Regulations and agrees, on its own behalf and on behalf of everyone associated with its participation in the Championship, to observe them.
b) The name of the team (which must include the name of the chassis).
c) The make of the competing car.
d) The make of the engine.
e) The names of the drivers. A driver may be nominated subsequent to the application upon payment of a fee fixed by the FIA.
f) An undertaking by the applicant to participate in every Event with the number of cars and drivers entered.
"
29,S,2020,competitors_applications,"8.3 A competitor may change the make of engine at any time during the Championship. All points scored with an engine of different make to that which was first entered in the Championship may count (and will be aggregated) for the assessment of a commercial benefit, however such points will not count towards (nor be aggregated for) the FIA Formula One Constructors Championship. A major car manufacturer may not directly or indirectly supply engines for more than three teams of two cars each without the consent of the FIA. For the purposes of this Article 8.3, a major car manufacturer is a company whose shares are quoted on a recognised stock exchange or the subsidiary of such a company.
"
30,S,2020,competitors_applications,"8.4 With the exception of those whose cars have scored points in the Championship of the previous year, applicants must supply information about the size of their company, their financial position and their ability to meet their prescribed obligations.
"
31,S,2020,competitors_applications,"8.5 All applications will be studied by the FIA and accepted or rejected at its absolute discretion. The FIA will publish the list of cars and drivers accepted together with their race numbers on or before 15 December of the year prior to the year to which the applications relate, having first notified unsuccessful applicants as set out in Article 8.1. Out-of-time applications will be considered separately.
"
32,S,2020,competitors_applications,"8.6 No more than 26 cars will be admitted to the Championship, two being entered by each competitor.
"
33,S,2020,competitors_applications,"8.7 If in the opinion of the F1 Commission a competitor fails to operate his team in a manner compatible with the standards of the Championship or in any way brings the Championship into disrepute, the FIA may exclude such competitor from the Championship forthwith."
34,S,2020,car_livery,"9.1 The provisions of the Code relating to national colours shall not apply to the Championship.
Both cars entered by a competitor must be presented in substantially the same livery at every Event, any significant change to this livery during a Championship season may only be made with the agreement of the Formula One Commission.
In order that the cars of each team may be easily distinguished from one another whilst they are on the track, the on-board cameras located above the principal roll structure of the first car must remain as it is supplied to the team and the second car must be predominantly fluorescent yellow.
"
35,S,2020,car_livery,"9.2 Each car will carry the race number of its driver as published by the FIA at the beginning of the season or the race number that has been allocated to his replacement under Article 26.1(b)(iii). This number must be clearly visible from the front of the car and on the driver’s crash helmet.
Prior to the start of the 2014 World Championship season race numbers will be permanently allocated to drivers by ballot, such numbers must then be used by that driver during every Formula One World Championship Event he takes part in throughout his career in Formula 1. A driver’s career in Formula 1 will be deemed to have ended if he does not participate in an Event for two entire consecutive Championship seasons.
Any new drivers, either at the start of or during a season, will also be allocated a permanent number in the same way.
The only exception to this allocation process will be for the reigning World Champion who will have the option to use the number one. The number that was previously allocated to him will be reserved for him in subsequent seasons if he does not retain the title of World Champion.
"
36,S,2020,car_livery,9.3 The name or the emblem of the make of the car must appear on the front of the nose of the car and in either case be at least 25mm in its largest dimension. The name of the driver must appear on the external bodywork and be clearly legible.
37,S,2020,track_running_time_outside_an_event,"10.1 Testing of Current Cars (TCC) shall be defined as any track running time, not part of an Event, in which a competitor entered in the Championship participates (or in which a third party participates on behalf of a competitor or a supplier of a homologated power unit), using cars which were designed and built in order to comply with the Formula One Technical Regulations of the Championship, or those of the preceding year’s or the following year’s Championships. No competitor may sell or make available any such car of the current year to any third party without the prior authorisation of the FIA.
Each competitor will also be permitted to carry out two Promotional Events (PE) with the above cars which will not be considered TCC. A PE shall be defined as an event in which a competitor participates purely for marketing or promotional purposes. No such test may exceed 100km in length and only tyres manufactured specifically for this purpose by the appointed supplier may be used.
At the sole discretion of the FIA, and with the full knowledge of all competitors, each competitor will also be permitted to carry out:
a) Two Demonstration Events (DE) with the above cars which will not be considered TCC. A DE shall be defined as an event in which a competitor participates purely for demonstration purposes.
b) Other demonstration events organised by the Commercial Rights Holder.
No such demonstrations may take place on track configurations currently approved for use by Formula 1 cars nor exceed 15km in length, and only tyres manufactured specifically for this purpose by the appointed supplier may be used.
In order that an FIA observer may be appointed, competitors must inform the FIA of any planned TCC, PE or DE at least 72 hours before it is due to commence, the following information should be provided:
i) The precise specification of the car(s) to be used.
ii) The name(s) of the driver(s) if known.
iii) The nature of the test.
iv) The date(s) and intended duration of the test.
v) The purpose of the test.
"
38,S,2020,track_running_time_outside_an_event,"10.2 Testing of Previous Cars (TPC) shall be defined as any track running time, not part of an Event, in which a competitor entered in the Championship participates (or in which a third party participates on behalf of a competitor or a supplier of a homologated power unit), using cars which were designed and built in order to comply with the Formula One Technical Regulations of any of the three calendar years falling immediately prior to the calendar year preceding the Championship. No competitor may sell or make available any such car to any third party without the prior authorisation of the FIA.
TPC may only be carried out with cars built to the specification of the period and only tyres manufactured specifically for this purpose may be used.
Each competitor will also be permitted to carry out Demonstration Events (DE) with the above cars which will not be considered TPC. A DE shall be defined as an event in which a competitor participates purely for demonstration purposes.
No such demonstrations may exceed 50km in length and only tyres manufactured specifically for this purpose by the appointed supplier may be used. Should a competitor wish to run a DE in excess of 50km they must seek the consent of the FIA in writing prior to the event.
In order that an FIA observer may be appointed, where possible competitors must inform the FIA of any planned TPC or DE at least 72 hours before it is due to commence, the following information should be provided:
i) The precise specification of the car(s) to be used.
ii) The name(s) of the driver(s) if known.
iii) The nature of the test.
iv) The date(s) and intended duration of the test.
v) The purpose of the test.
"
39,S,2020,track_running_time_outside_an_event,"10.3 Testing of Historic Cars (THC) shall be defined as any track running time, not part of an Event, in which a competitor entered in the Championship participates (or in which a third party participates on behalf of a competitor), using cars which were designed and built in order to comply with the Formula One Technical Regulations in force during the years preceding those referred to in 10.2 above.
THC may only be carried out with cars built to the specification of the period and only tyres manufactured specifically for this purpose, or tyres of the period, may be used.
"
40,S,2020,track_running_time_outside_an_event,"10.4 Competitors may only participate in TCC, TPC or PE using cars which:
a) Have been subjected to, and fulfilled the requirements of the static and dynamic tests
described in Articles 16, 17 and 18 of the F1 Technical Regulations of the relevant year.
b) Comply with the requirements of Articles 13 and 14 of the F1 Technical Regulations of the relevant year (with the exception of Articles 13.1.1, 13.3.1 and 13.3.2 for the sole purpose of test sensor installations).
Any car used for TCC, TPC or PE must be fitted with the secondary side intrusion panels described in Article 15 of the F1 Technical Regulations and the Appendix to the Technical and Sporting Regulations of the relevant year.
"
41,S,2020,track_running_time_outside_an_event,"10.5 TCC may only take place on tracks currently approved for use by Formula 1 cars and located in Europe (unless agreed by the majority of the competitors and the FIA), may never occur whilst a Championship Event is taking place and shall be limited to:
a) Two tests, open to all competitors, of no more than three consecutive days’ duration carried out between 1 February and ten days before the start of the first Event of the Championship. Each competitor may only use one car on each day.
One day from any of these two tests may be set aside for testing of wet-weather tyres if requested by the appointed tyre supplier. Arrangements for this day of testing will be made in full consultation with all competitors and the FIA.
During these tests, and between 09:00 and 18:00 of each day, the provisions of Article 21.4 will apply, with the following additional exceptions, when covers may be used:
i) Anytime the floor of a car being used for testing is not fitted.
ii) During the recovery and repair of a car damaged during track running.
b) An optional one day test, for the sole purpose of providing Young Drivers with the opportunity to test a current Formula 1 Car, carried out on the circuit at which the last Event of the Championship was held, such test commencing within 48 hours after the end of the Event. Up to two cars may be used concurrently for this test.
Drivers eligible for this purpose must:
i) Be in possession of an International A Licence; and
ii) Unless otherwise approved by the FIA, not have competed in more than two F1 World Championship races during their career.
With the exception of driver fitment and/or minimal changes as a result of component availability which have been approved by the FIA, each car used for this test must be in an identical configuration to that used in at least one race during the current Championship year. Each car must fully comply with the provisions of the 2020 Technical Regulations. The provisions of Article 8.11.1 of the 2020 Technical Regulations will not be applicable. Any additional logging or testing of any component is strictly prohibited.
c) One day, carried out between the start of a ten day period which precedes the start of the second Event and the last Event of the Championship, in case a competitor declares that one of its current race drivers is to be substituted by a driver who has not participated in an F1 World Championship race in the two previous calendar years. The following must be observed:
i) Any such day may only be carried out by the new driver and may not take place on a circuit hosting a race in the current Championship year.
ii) Any such day may only take place within a period 14 days prior to the substitution and 14 days after the substitution has taken place.
iii) If a competitor, having declared the driver’s substitution and performed the test, does not then enter an Event with the new driver, the competitor will be penalised by a reduction of one day from the pre-season TCC days available in the following year.
iv) Only one car may be used.
With the exception of any test being carried out at night, in which case a new test schedule lasting no more than nine hours will be arranged, running may only take place between 9:00 and 18:00.
"
42,S,2020,track_running_time_outside_an_event,"10.6 TPC may only take place on tracks currently holding an FIA Grade 1 or 1T licence.
"
43,S,2020,track_running_time_outside_an_event,"10.7 TPC and/or THC is not permitted on any track that has been included in the 2020 Championship calendar after 4 October 2019, save for where an Event has been completed at that track in 2020.
"
44,S,2020,track_running_time_outside_an_event,"10.8 During all TCC and TPC cars must be fitted with the FIA ECU required by Article 8.2 of the FIA Formula One Technical Regulations.
"
45,S,2020,track_running_time_outside_an_event,"10.9 During all Formula One TCC:
a) Red flag and end-of-session procedures must be respected.
b) The fuel handling procedures set out in Article 30.4 must be respected.
c) No other type of vehicle is permitted on the track.
d) Cars being driven by drivers who do not qualify for a Super Licence must be fitted with a green main rear light which must be illuminated at all times the car is on the track.
e) Every reasonable effort should be made to ensure that the recommendations concerning emergency services detailed in Supplement 1 of Appendix H to the Code are followed.
"
46,S,2020,track_running_time_outside_an_event,"10.10 If, after an incident during TCC and TPC, the Medical Warning Light signals that threshold forces have been exceeded the driver must present himself for examination in the circuit medical centre without delay.
10.11 Competitors must abide by the aerodynamic testing restrictions set out in Appendix 8.
10.12 PU manufacturers must abide by the Power Unit testing restrictions set out in Appendix 10."
47,S,2020,promoter,"11.1 An application to promote an Event must be made to the ASN of the country in which the Event is to take place, which will apply to the FIA. It must be accompanied by written evidence that the promoter has made arrangements to secure the participation of competitors, which arrangements are conditional only upon the FIA entering the Event on the Championship calendar."
48,S,2020,organization_of_event,"12.1 An organiser is a body nominated by the ASN and appointed by the FIA. Upon deciding to grant an application to hold an Event, the FIA will invite the relevant ASN to organise it or to nominate an organiser. If the ASN is not in a position to do so, the FIA may itself appoint an organiser. The organiser must be a club or body acceptable to the FIA and must enter into an organisation agreement with the FIA when it applies to organise the Event.
"
49,S,2020,insurance,"13.1 The promoter of an Event must procure that all competitors, their personnel and drivers are
covered by third party insurance in accordance with the FIA requirements.
"
50,S,2020,insurance,"13.2 Ninety days before the Event, the promoter must send the FIA details of the risks covered by the insurance policy which must comply with the national laws in force as well as the FIA requirements. Sight of the policy must be available to the competitors on demand.
"
51,S,2020,insurance,"13.3 Third party insurance arranged by the promoter shall be in addition and without prejudice to any personal insurance policy held by a competitor or any other participant in the Event.
"
52,S,2020,insurance,"13.4 Drivers taking part in the Event are not third parties with respect to one another.
"
53,S,2020,fia_delegates,"14.1 For each Event the FIA will nominate the following delegates:
a) Safety delegate.
b) Medical delegate.
c) Technical delegate.
d) Media delegate.
And may nominate:
e) A representative of the President of the FIA.
f) A Deputy Race Director.
g) An observer.
h) A safety car driver.
i) A medical car driver.
"
54,S,2020,fia_delegates,"14.2 The role of the FIA delegates is to help the officials of the Event in their duties, to see within their fields of competence that all the regulations governing the Championship are respected, to make any comments they judge necessary and to draw up any necessary reports concerning the Event.
"
55,S,2020,fia_delegates,"14.3 The technical delegate nominated by the FIA is responsible for scrutineering. In this respect he may carry out, or have carried out by scrutineers, at his discretion, any checks to verify the compliance of the cars entered in the event, at any time until the end of the event, without prior request from the stewards or clerk of the course. The FIA technical delegate has full authority over the national scrutineers.
"
56,S,2020,officials,"15.1 From among holders of an FIA Super Licence the following officials will be nominated by the FIA:
a) Three stewards one of whom will be appointed chairman.
b) A race director.
c) A permanent starter.
"
57,S,2020,officials,"15.2 From among holders of an FIA Super Licence the following officials will be nominated by the ASN and their names sent to the FIA at the same time as the application to organise the Event:
a) One steward from among the ASNs nationals.
b) The clerk of the course.
"
58,S,2020,officials,"15.3 The clerk of the course shall work in permanent consultation with the race director. The race director shall have overriding authority in the following matters and the clerk of the course may give orders in respect of them only with his express agreement:
a) The control of practice and the race, adherence to the timetable and, if he deems it necessary, the making of any proposal to the stewards to modify the timetable in accordance with the Code or Sporting Regulations.
b) The stopping of any car in accordance with the Code or Sporting Regulations.
c) The stopping of practice or suspension of the race in accordance with the Sporting Regulations if he deems it unsafe to continue and ensuring that the correct restart procedure is carried out.
d) The starting procedure.
e) The use of the safety car.
"
59,S,2020,officials,"15.4 The stewards, the race director, the clerk of the course and the technical delegate must be present at the start of the Event.
"
60,S,2020,officials,"15.5 In exceptional circumstances, should any stewards not be present at the start of the Event, they must be available and contactable at all times to fulfil their duties.
"
61,S,2020,officials,"15.6 The race director must be in radio contact with the clerk of the course and the chairman of the stewards at all times when cars are permitted to run on the track. Additionally, the clerk of the course must be in race control and in radio contact with all marshal's posts during these times
"
62,S,2020,officials,15.7 The stewards may use any video or electronic means to assist them in reaching a decision. The stewards may overrule judges of fact.
63,S,2020,instructions_and_communications_to_competitors,"16.1 The stewards or race director may give instructions to competitors by means of special circulars in accordance with the Code. These circulars will be distributed to all competitors who must acknowledge receipt.
"
64,S,2020,instructions_and_communications_to_competitors,"16.2 All classifications and results of practice and the race, as well as all decisions issued by the officials, will be published via the FIA document and messaging system.
"
65,S,2020,instructions_and_communications_to_competitors,"16.3 Any decision or communication concerning a particular competitor should be given to him within twenty-five minutes of such decision, and receipt must be acknowledged."
66,S,2020,protests_and_appeals,"17.1 Protests shall be made in accordance with the Code and accompanied by a fee of €2000.
"
67,S,2020,protests_and_appeals,"17.2 Appeals may not be made against decision concerning the following:
a) Penalties imposed under Articles 38.3a), b), c), d), e), f) or g), including those imposed during the last three laps or after the end of a race.
b) Any drop of grid positions imposed under Article 23.
c) Any penalty imposed under Article 31.4.
d) Any decision taken by the stewards in relation to Article 35.1.
e) Any penalty imposed under Articles 36.4 or 42.3.
f) Any decision taken by the stewards under Article 4.2."
68,S,2020,sanctions,"18.1 The stewards may inflict the penalties specifically set out in these Sporting Regulations in
addition to or instead of any other penalties available to them under the Code.
"
69,S,2020,sanctions,"18.2 Any driver who receives three reprimands in the same Championship season will, upon the imposition of the third, be given a ten grid place penalty at that Event. If the third reprimand is imposed following an Incident during a race the ten grid place penalty will be applied at the driver’s next Event.
The ten grid place penalty will only be imposed if at least two of the reprimands were imposed for a driving infringement."
70,S,2020,press_conferences_media,"19.1 Day before first practice:
All drivers and team principals must be available to participate in the FIA Press Conference for a maximum duration of 40 minutes at a time communicated to the Competitor no later than 48 hours before the conference.
"
71,S,2020,press_conferences_media,"19.2 First day of practice:
i) All drivers must be available for a maximum of five minutes for a media interview within
half an hour of the end of free practice session 1.
ii) All drivers eliminated in Q1 or Q2 must make themselves available for media interviews immediately after the end of each session. In addition, all drivers who participated in Q3, and who are not required to take part in the post-qualifying press conference, must make themselves available for media interviews immediately after Q3.
Immediately after the qualifying practice session the first three drivers in the session will be required to make themselves available for television interviews in the unilateral room and then attend a press conference in the media centre for a maximum period of 30 minutes.
"
72,S,2020,press_conferences_media,"19.3 Race day:
i) One hour and 40 minutes before the scheduled start of the formation lap all drivers must attend a drivers’ parade. Competitors will be given details of the parade by the FIA Media delegate.
ii) 16 minutes before the scheduled start of the formation lap all drivers must be present at the front of the grid for the playing of the national anthem. Competitors will be given details by the FIA Media delegate.
iii) Any driver retiring before the end of the race must make himself available for media interviews after his return to the paddock.
iv) All drivers who finish the race outside the top three must make themselves available immediately after the end of the race for media interviews.
v) During the race every team must make at least one senior spokesperson available for interviews by officially accredited TV crews."
73,S,2020,meetings,"Meetings, chaired by the race director, will take place 21 hours before the start of P1, 16 hours before the start of P1 and one hour after the end of P2. The first must be attended by all team managers and the second and third by all drivers and team managers.
Should the race director consider another meeting necessary it will take place three hours before the start of the race. Competitors will be informed no later than three hours after the end of the qualifying practice session. All drivers and team managers must attend."
74,S,2020,general_car_and_personnel_requirements,"21.1 Electromagnetic radiation between 2.0 and 2.7GHz is forbidden save with the written consent
of the FIA.
"
75,S,2020,general_car_and_personnel_requirements,"21.2 Accident data recording:
a) Each car must be fitted with an FIA accident data recorder during each Event and during all tests which are attended by more than one team. Teams must use their best endeavours to ensure that the recorder is in working order at all times. The only purpose of these units is to monitor, record or control one or more of the following:
i) Data relevant to an accident or incident.
ii) A deceleration warning light on board the car.
iii) A lap trigger.
iv) The driver input signal used to initiate the propulsion of the car at the start of a race.
b) For the purpose of accident analysis, each driver must wear in-ear accelerometers which have been manufactured by the FIA designated supplier to a specification determined by the FIA. These should be worn by the driver during each Event and all tests which are attended by more than one team, teams must use their best endeavours to ensure that they are in working order at all times.
c) For the purpose of aiding driver rescue, each driver must wear a biometric glove which has been manufactured by the FIA designated supplier to a specification determined by the FIA. These should be worn by the driver during each Event, and teams must use their best endeavours to ensure that the glove is in working order at all times.
d) At any time following an accident or incident competitors must make the data recorder available and accessible to the FIA. A representative of the team concerned may be present when data relevant to an accident or incident is being uploaded from the recorder. A copy of the data will be made available to the team.
e) Any conclusions as to the cause of an accident, or any data relevant to an accident, may only be published in the form of a report which has been agreed between the team concerned and the FIA.
"
76,S,2020,general_car_and_personnel_requirements,"21.3 All cars must be fitted with a car positioning system which has been manufactured by the FIA designated supplier to a specification determined by the FIA. No other parts which, in the opinion of the FIA are capable of performing a similar function, may be fitted to any car.
"
77,S,2020,general_car_and_personnel_requirements,"21.4 During the entire Event, no screen, cover or other obstruction which in any way obscures any part of a car will be allowed at any time in the paddock, garages, pit lane or grid, unless it is clear any such covers are needed solely for mechanical reasons, which could, for example, include protecting against fire.
In addition to the above the following are specifically not permitted:
a) Engine, gearbox or radiator covers whilst engines are being changed or moved around the garage.
b) Covers over spare wings when they are on a stand in the pit lane not being used.
c) Parts such as (but not limited to) spare floors, fuel rigs or tool trolleys may not be used as an obstruction.
The following are permitted:
d) Covers which are placed over damaged cars or components.
e) A transparent tool tray, no more than 50mm deep, placed on top of the rear wing.
f) Warming or heat retaining covers for the engine and gearbox on the grid.
g) A rear wing cover designed specifically to protect a mechanic starting the car from fire.
h) Tyre heating blankets.
i) Covers over the tyre manufacturer’s code numbers (not the FIA bar code numbers).
j) A cover over the car in the parc fermé overnight.
k) A cover over the car in the pit lane or grid if it is raining.
"
78,S,2020,general_car_and_personnel_requirements,"21.5 Driver adjustable bodywork permitted by Article 3.6.8 of the F1 Technical Regulations:
a) The adjustable bodywork may only be activated by the driver in any of the pre-determined activation zones around each circuit. In conditions of poor visibility however the race director may, at his absolute discretion, disable all such systems until conditions improve.
If the adjustable bodywork is disabled in this way at any time during any of the three periods of the qualifying practice session (Q1, Q2 or Q3) it will remain disabled for the remainder of the relevant period.
b) For the sole purpose of improving overtaking opportunities during the race the adjustable bodywork may be activated by the driver after he has completed two laps after the race start or following a safety car period.
The driver may only activate the adjustable bodywork in the race when he has been notified via the control electronics (see Article 8.2 of the F1 Technical Regulations) that it is enabled. It will be enabled, and may only be used by the driver, if he is less than one second behind another at any of the pre-determined detection points around each circuit.
The system will be disabled by the control electronics the first time the driver uses the brakes after he has activated the system. In conditions of poor visibility, or if yellow flags are being shown in the activation zone, the race director may, at his absolute discretion, disable all such systems until conditions improve or yellow flags are withdrawn.
The FIA may, after consulting all competitors, adjust the above time proximity in order to ensure the stated purpose of the adjustable bodywork is met.
c) In the event of a failure in the system which notifies the driver that he was within one second of the car in front, and is hence authorised to use the adjustable bodywork, the team concerned may ask the race director for permission to override the system. If permission is given in this way the onus will be upon the team concerned to ensure that their driver only uses the adjustable bodywork if he is within one second of the car in front of him.
"
79,S,2020,general_car_and_personnel_requirements,"21.6 a)
If the failure in the system is rectified the driver may no longer use this override, the race director will notify the team if and when the fault has been remedied.
For the purposes of this Article 21.6 only:
i) a Closed Event will be determined at the sole discretion of the FIA and the Commercial Rights Holder and will be defined as one which does not permit spectator access;
ii) an Open Event will be determined at the sole discretion of the FIA and the Commercial Rights Holder and will be defined as one which does permit spectator access.
b) From the start of an Open Event until two hours after the start of the race, no competitor may have more than a total of 60 team personnel who are associated in any way with the operation of the cars within the confines of the circuit. However, during the period starting 45 minutes before the start of the first formation lap until 15 minutes after the scheduled start of the race the number of such operational personnel is unlimited. For the avoidance of doubt staff whose duties are solely connected with hospitality, team motorhomes, sponsors, marketing, public relations, security or driving trucks to or from the Event are not considered operational personnel.
In addition to the 60 personnel described above each competitor will be allowed six individual exceptions during a Championship season for trainee personnel, however, no individual trainee may attend more than two Events in this capacity.
c) From the start of a Closed Event until the declaration of the official classification of the race, no competitor may have more than a total of 90 team personnel within the confines of the circuit. No more than 60 of these team personnel who are within the confines of the circuit may be associated in any way with the operation of the cars. For the avoidance of doubt staff whose duties are solely connected with hospitality, team motorhomes, sponsors, marketing, public relations, security or driving trucks to or from the Event are not considered operational personnel.
d) A list of all operational, exempt, trainee and single race personnel must be submitted to the FIA prior to each Event using the official template that may be found in the Appendix to these Sporting Regulations.
"
80,S,2020,general_car_and_personnel_requirements,"21.7 No team personnel who are associated in any way with the operation of the cars are permitted within the confines of the circuit during  the eight hour restricted periods which commences eleven hours before the scheduled start times of P1
Each team will be permitted two individual exceptions to the above during a Championship season, however, both of these exceptions may not be used during a single Event.
For the avoidance of doubt, personnel whose duties are ssolely connected with catering, media or marketing are exempt from the above requirements.
"
